prot_1 prot_2 force
DeskamTOPz_T_A ArathaTOPb_X_E 21 
DeskamTOPz_T_A ArcfulTOPb_T_A 21 
DeskamTOPz_T_A ArcproTOPz_T_A 21 
DeskamTOPz_T_A ArcvenTOPz_T_A 21 
DeskamTOPz_T_A AtoparTOPz_M_B 21 
DeskamTOPz_T_A AzobraTOPz_X_B 21 
DeskamTOPz_T_A AzolipTOPb_M_B 21 
DeskamTOPz_T_A AzoE1.TOPb_M_B 21 
DeskamTOPz_T_A BacsalTOPc_M_B 21 
DeskamTOPz_T_A BacsalTOPe_M_B 21 
DeskamTOPz_T_A BactheTOPd_M_B 21 
DeskamTOPz_T_A BacvulTOPb_M_B 21 
DeskamTOPz_T_A BacvulTOPc_M_B 21 
DeskamTOPz_T_A BacxylTOPc_M_B 21 
DeskamTOPz_T_A BifbreTOPa_X_B 21 
DeskamTOPz_T_A BiflonTOPa_X_B 21 
DeskamTOPz_T_A BurgluTOPb_M_B 21 
DeskamTOPz_T_A BurvieTOPb_X_B 21 
DeskamTOPz_T_A ButproTOPa_M_B 21 
DeskamTOPz_T_A CaeeleTOPz_X_E 21 
DeskamTOPz_T_A CalmaqTOPz_T_A 21 
DeskamTOPz_T_A CamhomTOPa_M_B 21 
DeskamTOPz_T_A CanCalTOPz_X_A 21 
DeskamTOPz_T_A CanalbTOPz_X_E 21 
DeskamTOPz_T_A CandubTOPz_X_E 21 
DeskamTOPz_T_A Carsp.TOPa_X_B 21 
DeskamTOPz_T_A CellenTOPc_X_B 21 
DeskamTOPz_T_A ChlaetTOPz_X_E 21 
DeskamTOPz_T_A ClobeiTOPb_M_B 21 
DeskamTOPz_T_A ClobotTOPa_X_B 21 
DeskamTOPz_T_A ClocelTOPa_M_B 21 
DeskamTOPz_T_A Clocf.TOPc_M_B 21 
DeskamTOPz_T_A CloclaTOPb_X_B 21 
DeskamTOPz_T_A ClodifTOPc_X_B 21 
DeskamTOPz_T_A ClokluTOPb_M_B 21 
DeskamTOPz_T_A CloljuTOPb_M_B 21 
DeskamTOPz_T_A ClonovTOPa_X_B 21 
DeskamTOPz_T_A CloperTOPa_X_B 21 
DeskamTOPz_T_A CloperTOPb_X_B 21 
DeskamTOPz_T_A ClophyTOPb_M_B 21 
DeskamTOPz_T_A ClosacTOPd_M_B 21 
DeskamTOPz_T_A ClostiTOPa_M_B 21 
DeskamTOPz_T_A ClotetTOPc_M_B 21 
DeskamTOPz_T_A CorgloTOPz_M_B 21 
DeskamTOPz_T_A CorgluTOPa_M_B 21 
DeskamTOPz_T_A CrigriTOPz_X_E 21 
DeskamTOPz_T_A CrycurTOPz_X_B 21 
DeskamTOPz_T_A CryneoTOPz_X_E 21 
DeskamTOPz_T_A DaucarTOPz_X_E 21 
DeskamTOPz_T_A DesautTOPb_M_B 21 
DeskuzTOPa_X_B AliaciTOPz_T_B 21 
DeskuzTOPa_X_B CalbesTOPz_T_B 21 
DeskuzTOPa_X_B CalhydTOPz_T_B 21 
DeskuzTOPa_X_B CalkriTOPz_T_B 21 
DeskuzTOPa_X_B CalkroTOPz_X_B 21 
DeskuzTOPa_X_B CallacTOPz_T_B 21 
DeskuzTOPa_X_B CloaceTOPb_X_B 21 
DeskuzTOPa_X_B ClobotTOPc_X_B 21 
DeskuzTOPa_X_B CloclaTOPa_X_B 21 
DeskuzTOPa_X_B ClodifTOPd_X_B 21 
DeskuzTOPa_X_B ClonovTOPc_X_B 21 
DeskuzTOPa_X_B ClotheTOPz_T_B 21 
DeskuzTOPa_X_B DesaceTOPb_M_B 21 
DeskuzTOPa_X_B DescarTOPz_X_B 21 
DeskuzTOPb_X_B Acisp.TOPb_X_B 21 
DeskuzTOPb_X_B AkkmucTOPz_M_B 21 
DeskuzTOPb_X_B AlishaTOPb_M_B 21 
DeskuzTOPb_X_B AlishaTOPc_M_B 21 
DeskuzTOPb_X_B AlkoreTOPc_M_B 21 
DeskuzTOPb_X_B AnoflaTOPa_T_B 21 
DeskuzTOPb_X_B AzooryTOPb_X_B 21 
DeskuzTOPb_X_B BantE1TOPc_X_B 21 
DeskuzTOPb_X_B BacantTOPc_X_B 21 
DeskuzTOPb_X_B BaccelTOPc_M_B 21 
DeskuzTOPb_X_B BaccoaTOPc_X_B 21 
DeskuzTOPb_X_B BacfraTOPc_X_B 21 
DeskuzTOPb_X_B BachalTOPa_M_B 21 
DeskuzTOPb_X_B BachelTOPb_M_B 21 
DeskuzTOPb_X_B BacmegTOPc_X_B 21 
DeskuzTOPb_X_B BacmycTOPb_X_B 21 
DeskuzTOPb_X_B BpseE1TOPc_M_B 21 
DeskuzTOPb_X_B BacpseTOPb_M_B 21 
DeskuzTOPb_X_B BacsalTOPb_M_B 21 
DeskuzTOPb_X_B BacselTOPa_M_B 21 
DeskuzTOPb_X_B BactheTOPa_M_B 21 
DeskuzTOPb_X_B BactheTOPc_M_B 21 
DeskuzTOPb_X_B BacweiTOPb_X_B 21 
DeskuzTOPb_X_B BacxylTOPa_M_B 21 
DeskuzTOPb_X_B BrebreTOPa_M_B 21 
DeskuzTOPb_X_B Carsp.TOPc_X_B 21 
DeskuzTOPb_X_B CloaceTOPa_X_B 21 
DeskuzTOPb_X_B Clocf.TOPb_M_B 21 
DeskuzTOPb_X_B Clocf.TOPd_M_B 21 
DeskuzTOPb_X_B ClodifTOPa_X_B 21 
DeskuzTOPb_X_B ClodifTOPb_X_B 21 
DeskuzTOPb_X_B ClodifTOPe_X_B 21 
DeskuzTOPb_X_B ClosacTOPc_M_B 21 
DeskuzTOPb_X_B ConwoeTOPz_M_B 21 
DeskuzTOPb_X_B CopcatTOPb_M_B 21 
DeskuzTOPb_X_B CopproTOPz_T_B 21 
DeskuzTOPb_X_B Copsp.TOPa_M_B 21 
DeskuzTOPb_X_B CorakaTOPz_M_B 21 
DeskuzTOPb_X_B DesaceTOPa_M_B 21 
DeskuzTOPb_X_B DesbacTOPb_M_B 21 
DeskuzTOPb_X_B DesdesTOPb_M_B 21 
DeskuzTOPb_X_B DeshafTOPa_M_B 21 
DesmagTOPz_X_B AcicapTOPz_M_B 21 
DesmagTOPz_X_B Acisp.TOPa_X_B 21 
DesmagTOPz_X_B AmicolTOPz_M_B 21 
DesmagTOPz_X_B AnacenTOPz_M_B 21 
DesmagTOPz_X_B AnadehTOPz_M_B 21 
DesmagTOPz_X_B AnamarTOPz_X_B 21 
DesmagTOPz_X_B AnaphaTOPz_M_B 21 
DesmagTOPz_X_B AnapreTOPz_X_B 21 
DesmagTOPz_X_B AquaeoTOPa_T_B 21 
DesmagTOPz_X_B AstyelTOPz_M_B 21 
DesmagTOPz_X_B BacmarTOPz_X_B 21 
DesmagTOPz_X_B BaucicTOPz_X_B 21 
DesmagTOPz_X_B Blasp.TOPz_X_B 21 
DesmagTOPz_X_B BrahyoTOPz_M_B 21 
DesmagTOPz_X_B BraintTOPz_X_B 21 
DesmagTOPz_X_B BramurTOPz_M_B 21 
DesmagTOPz_X_B BrapilTOPz_X_B 21 
DesmagTOPz_X_B BucaphTOPz_X_B 21 
DesmagTOPz_X_B CamconTOPz_X_B 21 
DesmagTOPz_X_B CamcurTOPz_M_B 21 
DesmagTOPz_X_B CamfetTOPz_X_B 21 
DesmagTOPz_X_B CamhomTOPb_M_B 21 
DesmagTOPz_X_B CamjejTOPz_X_B 21 
DesmagTOPz_X_B CamlarTOPz_X_B 21 
DesmagTOPz_X_B CammedTOPz_T_B 21 
DesmagTOPz_X_B CanNitTOPz_M_B 21 
DesmagTOPz_X_B CellenTOPa_X_B 21 
DesmagTOPz_X_B ChlaboTOPz_X_B 21 
DesmagTOPz_X_B ChlcavTOPz_M_B 21 
DesmagTOPz_X_B ChlchlTOPz_M_B 21 
DesmagTOPz_X_B ChlfelTOPz_M_B 21 
DesmagTOPz_X_B ChllimTOPz_M_B 21 
DesmagTOPz_X_B ChlmurTOPz_X_B 21 
DesmagTOPz_X_B ChlparTOPz_M_B 21 
DesmagTOPz_X_B ChlpecTOPz_X_B 21 
DesmagTOPz_X_B ChlphaTOPz_M_B 21 
DesmagTOPz_X_B CpneE1TOPz_X_B 21 
DesmagTOPz_X_B ChlpneTOPz_M_B 21 
DesmagTOPz_X_B CpsiE1TOPz_X_B 21 
DesmagTOPz_X_B ChlpsiTOPz_X_B 21 
DesmagTOPz_X_B ChltepTOPz_T_B 21 
DesmagTOPz_X_B ChlthaTOPz_M_B 21 
DesmagTOPz_X_B ChltheTOPz_X_B 21 
DesmagTOPz_X_B ChltraTOPz_X_B 21 
DesmagTOPz_X_B CloaciTOPz_X_B 21 
DesmagTOPz_X_B ClogenTOPz_X_B 21 
DesmagTOPz_X_B DehlykTOPz_M_B 21 
DesmagTOPz_X_B DeimarTOPa_M_B 21 
DesmagTOPz_X_B DaceE1TOPz_X_B 21 
DesmagTOPz_X_B DesaesTOPz_M_B 21 
DesmagTOPz_X_B DesafrTOPz_X_B 21 
DesmagTOPz_X_B DalkE1TOPz_M_B 21 
DesmagTOPz_X_B DesalkTOPz_M_B 21 
DesmagTOPz_X_B DesautTOPa_M_B 21 
DesmagTOPz_X_B DesbaaTOPz_X_B 21 
DesmagTOPz_X_B DesbacTOPa_M_B 21 
DesmagTOPz_X_B DesdesTOPa_M_B 21 
DesmucRGa_T_A AcamarTOPb_M_B 21 
DesmucRGa_T_A AcibooRGz_T_A 21 
DesmucRGa_T_A AferE1TOPc_M_B 21 
DesmucRGa_T_A AferE3TOPa_X_B 21 
DesmucRGa_T_A AcihosRGa_X_A 21 
DesmucRGa_T_A AcihosRGb_X_A 21 
DesmucRGa_T_A AcisacRGz_T_A 21 
DesmucRGa_T_A AerperTOPb_T_A 21 
DesmucRGa_T_A AerperTOPc_T_A 21 
DesmucRGa_T_A AmmdegRGz_T_B 21 
DesmucRGa_T_A AnavarTOPa_X_B 21 
DesmucRGa_T_A AquaeoTOPb_T_B 21 
DesmucRGa_T_A AquaeoTOPc_T_B 21 
DesmucRGa_T_A ArcfulTOPa_T_A 21 
DesmucRGa_T_A ArcproRGz_T_A 21 
DesmucRGa_T_A ArcvenRGz_T_A 21 
DesmucRGa_T_A CalbesRGz_T_B 21 
DesmucRGa_T_A CalhydRGz_T_B 21 
DesmucRGa_T_A CalkriRGz_T_B 21 
DesmucRGa_T_A CalkroRGz_X_B 21 
DesmucRGa_T_A CallacRGz_T_B 21 
DesmucRGa_T_A CalmaqRGz_T_A 21 
DesmucRGa_T_A CalobsRGz_T_B 21 
DesmucRGa_T_A CaloweRGz_T_B 21 
DesmucRGa_T_A CalsacRGz_T_B 21 
DesmucRGa_T_A CammedRGz_T_B 21 
DesmucRGa_T_A CanCalRGz_X_A 21 
DesmucRGa_T_A DeskamRGa_T_A 21 
DesmucRGa_T_A DeskamRGb_T_A 21 
DesmucRGb_T_A AcamarTOPb_M_B 21 
DesmucRGb_T_A AcibooRGz_T_A 21 
DesmucRGb_T_A AferE1TOPc_M_B 21 
DesmucRGb_T_A AferE3TOPa_X_B 21 
DesmucRGb_T_A AcihosRGa_X_A 21 
DesmucRGb_T_A AcihosRGb_X_A 21 
DesmucRGb_T_A AcisacRGz_T_A 21 
DesmucRGb_T_A AerperTOPb_T_A 21 
DesmucRGb_T_A AerperTOPc_T_A 21 
DesmucRGb_T_A AmmdegRGz_T_B 21 
DesmucRGb_T_A AnavarTOPa_X_B 21 
DesmucRGb_T_A AquaeoTOPb_T_B 21 
DesmucRGb_T_A AquaeoTOPc_T_B 21 
DesmucRGb_T_A ArcfulTOPa_T_A 21 
DesmucRGb_T_A ArcproRGz_T_A 21 
DesmucRGb_T_A ArcvenRGz_T_A 21 
DesmucRGb_T_A CalbesRGz_T_B 21 
DesmucRGb_T_A CalhydRGz_T_B 21 
DesmucRGb_T_A CalkriRGz_T_B 21 
DesmucRGb_T_A CalkroRGz_X_B 21 
DesmucRGb_T_A CallacRGz_T_B 21 
DesmucRGb_T_A CalmaqRGz_T_A 21 
DesmucRGb_T_A CalobsRGz_T_B 21 
DesmucRGb_T_A CaloweRGz_T_B 21 
DesmucRGb_T_A CalsacRGz_T_B 21 
DesmucRGb_T_A CammedRGz_T_B 21 
DesmucRGb_T_A CanCalRGz_X_A 21 
DesmucRGb_T_A DeskamRGa_T_A 21 
DesmucRGb_T_A DeskamRGb_T_A 21 
DesmucRGb_T_A DesmucRGa_T_A 21 
DesmucTOPz_T_A AcibooTOPz_T_A 21 
DesmucTOPz_T_A AcihosTOPz_X_A 21 
DesmucTOPz_T_A AcisacTOPz_T_A 21 
DesmucTOPz_T_A AerperTOPa_T_A 21 
DesmucTOPz_T_A AlkmetTOPa_M_B 21 
DesmucTOPz_T_A ArathaTOPb_X_E 21 
DesmucTOPz_T_A ArcfulTOPb_T_A 21 
DesmucTOPz_T_A ArcproTOPz_T_A 21 
DesmucTOPz_T_A ArcvenTOPz_T_A 21 
DesmucTOPz_T_A AtoparTOPz_M_B 21 
DesmucTOPz_T_A AzobraTOPz_X_B 21 
DesmucTOPz_T_A AzolipTOPb_M_B 21 
DesmucTOPz_T_A AzoE1.TOPb_M_B 21 
DesmucTOPz_T_A BacsalTOPc_M_B 21 
DesmucTOPz_T_A BacsalTOPe_M_B 21 
DesmucTOPz_T_A BactheTOPd_M_B 21 
DesmucTOPz_T_A BacvulTOPb_M_B 21 
DesmucTOPz_T_A BacvulTOPc_M_B 21 
DesmucTOPz_T_A BacxylTOPc_M_B 21 
DesmucTOPz_T_A BifbreTOPa_X_B 21 
DesmucTOPz_T_A BiflonTOPa_X_B 21 
DesmucTOPz_T_A BurgluTOPb_M_B 21 
DesmucTOPz_T_A BurvieTOPb_X_B 21 
DesmucTOPz_T_A ButproTOPa_M_B 21 
DesmucTOPz_T_A CaeeleTOPz_X_E 21 
DesmucTOPz_T_A CalmaqTOPz_T_A 21 
DesmucTOPz_T_A CamhomTOPa_M_B 21 
DesmucTOPz_T_A CanCalTOPz_X_A 21 
DesmucTOPz_T_A CanalbTOPz_X_E 21 
DesmucTOPz_T_A CandubTOPz_X_E 21 
DesmucTOPz_T_A Carsp.TOPa_X_B 21 
DesmucTOPz_T_A CellenTOPc_X_B 21 
DesmucTOPz_T_A ChlaetTOPz_X_E 21 
DesmucTOPz_T_A ClobeiTOPb_M_B 21 
DesmucTOPz_T_A ClobotTOPa_X_B 21 
DesmucTOPz_T_A ClocelTOPa_M_B 21 
DesmucTOPz_T_A Clocf.TOPc_M_B 21 
DesmucTOPz_T_A CloclaTOPb_X_B 21 
DesmucTOPz_T_A ClodifTOPc_X_B 21 
DesmucTOPz_T_A ClokluTOPb_M_B 21 
DesmucTOPz_T_A CloljuTOPb_M_B 21 
DesmucTOPz_T_A ClonovTOPa_X_B 21 
DesmucTOPz_T_A CloperTOPa_X_B 21 
DesmucTOPz_T_A CloperTOPb_X_B 21 
DesmucTOPz_T_A ClophyTOPb_M_B 21 
DesmucTOPz_T_A ClosacTOPd_M_B 21 
DesmucTOPz_T_A ClostiTOPa_M_B 21 
DesmucTOPz_T_A ClotetTOPc_M_B 21 
DesmucTOPz_T_A CorgloTOPz_M_B 21 
DesmucTOPz_T_A CorgluTOPa_M_B 21 
DesmucTOPz_T_A CrigriTOPz_X_E 21 
DesmucTOPz_T_A CrycurTOPz_X_B 21 
DesmucTOPz_T_A CryneoTOPz_X_E 21 
DesmucTOPz_T_A DaucarTOPz_X_E 21 
DesmucTOPz_T_A DesautTOPb_M_B 21 
DesmucTOPz_T_A DeskamTOPz_T_A 21 
DesoleTOPz_M_B AcicapTOPz_M_B 21 
DesoleTOPz_M_B Acisp.TOPa_X_B 21 
DesoleTOPz_M_B AmicolTOPz_M_B 21 
DesoleTOPz_M_B AnacenTOPz_M_B 21 
DesoleTOPz_M_B AnadehTOPz_M_B 21 
DesoleTOPz_M_B AnamarTOPz_X_B 21 
DesoleTOPz_M_B AnaphaTOPz_M_B 21 
DesoleTOPz_M_B AnapreTOPz_X_B 21 
DesoleTOPz_M_B AquaeoTOPa_T_B 21 
DesoleTOPz_M_B AstyelTOPz_M_B 21 
DesoleTOPz_M_B BacmarTOPz_X_B 21 
DesoleTOPz_M_B BaucicTOPz_X_B 21 
DesoleTOPz_M_B Blasp.TOPz_X_B 21 
DesoleTOPz_M_B BrahyoTOPz_M_B 21 
DesoleTOPz_M_B BraintTOPz_X_B 21 
DesoleTOPz_M_B BramurTOPz_M_B 21 
DesoleTOPz_M_B BrapilTOPz_X_B 21 
DesoleTOPz_M_B BucaphTOPz_X_B 21 
DesoleTOPz_M_B CamconTOPz_X_B 21 
DesoleTOPz_M_B CamcurTOPz_M_B 21 
DesoleTOPz_M_B CamfetTOPz_X_B 21 
DesoleTOPz_M_B CamhomTOPb_M_B 21 
DesoleTOPz_M_B CamjejTOPz_X_B 21 
DesoleTOPz_M_B CamlarTOPz_X_B 21 
DesoleTOPz_M_B CammedTOPz_T_B 21 
DesoleTOPz_M_B CanNitTOPz_M_B 21 
DesoleTOPz_M_B CellenTOPa_X_B 21 
DesoleTOPz_M_B ChlaboTOPz_X_B 21 
DesoleTOPz_M_B ChlcavTOPz_M_B 21 
DesoleTOPz_M_B ChlchlTOPz_M_B 21 
DesoleTOPz_M_B ChlfelTOPz_M_B 21 
DesoleTOPz_M_B ChllimTOPz_M_B 21 
DesoleTOPz_M_B ChlmurTOPz_X_B 21 
DesoleTOPz_M_B ChlparTOPz_M_B 21 
DesoleTOPz_M_B ChlpecTOPz_X_B 21 
DesoleTOPz_M_B ChlphaTOPz_M_B 21 
DesoleTOPz_M_B CpneE1TOPz_X_B 21 
DesoleTOPz_M_B ChlpneTOPz_M_B 21 
DesoleTOPz_M_B CpsiE1TOPz_X_B 21 
DesoleTOPz_M_B ChlpsiTOPz_X_B 21 
DesoleTOPz_M_B ChltepTOPz_T_B 21 
DesoleTOPz_M_B ChlthaTOPz_M_B 21 
DesoleTOPz_M_B ChltheTOPz_X_B 21 
DesoleTOPz_M_B ChltraTOPz_X_B 21 
DesoleTOPz_M_B CloaciTOPz_X_B 21 
DesoleTOPz_M_B ClogenTOPz_X_B 21 
DesoleTOPz_M_B DehlykTOPz_M_B 21 
DesoleTOPz_M_B DeimarTOPa_M_B 21 
DesoleTOPz_M_B DaceE1TOPz_X_B 21 
DesoleTOPz_M_B DesaesTOPz_M_B 21 
DesoleTOPz_M_B DesafrTOPz_X_B 21 
DesoleTOPz_M_B DalkE1TOPz_M_B 21 
DesoleTOPz_M_B DesalkTOPz_M_B 21 
DesoleTOPz_M_B DesautTOPa_M_B 21 
DesoleTOPz_M_B DesbaaTOPz_X_B 21 
DesoleTOPz_M_B DesbacTOPa_M_B 21 
DesoleTOPz_M_B DesdesTOPa_M_B 21 
DesoleTOPz_M_B DesmagTOPz_X_B 21 
DesoriTOPa_X_B AlkmetTOPb_M_B 21 
DesoriTOPa_X_B AlkoreTOPa_M_B 21 
DesoriTOPa_X_B BacamyTOPb_X_B 21 
DesoriTOPa_X_B BantE1TOPa_X_B 21 
DesoriTOPa_X_B BacantTOPa_X_B 21 
DesoriTOPa_X_B BacatrTOPb_X_B 21 
DesoriTOPa_X_B BaccelTOPa_M_B 21 
DesoriTOPa_X_B BaccerTOPb_X_B 21 
DesoriTOPa_X_B BacclaTOPa_M_B 21 
DesoriTOPa_X_B BaclicTOPa_M_B 21 
DesoriTOPa_X_B BacmycTOPa_X_B 21 
DesoriTOPa_X_B BpseE1TOPb_M_B 21 
DesoriTOPa_X_B BacpseTOPc_M_B 21 
DesoriTOPa_X_B BacpumTOPa_M_B 21 
DesoriTOPa_X_B BacsubTOPb_X_B 21 
DesoriTOPa_X_B BacthuTOPb_X_B 21 
DesoriTOPa_X_B BacweiTOPc_X_B 21 
DesoriTOPa_X_B BrebreTOPb_M_B 21 
DesoriTOPa_X_B CellenTOPb_X_B 21 
DesoriTOPa_X_B CloaceTOPc_X_B 21 
DesoriTOPa_X_B ClobeiTOPc_M_B 21 
DesoriTOPa_X_B ClobotTOPb_X_B 21 
DesoriTOPa_X_B CcelE1TOPa_M_B 21 
DesoriTOPa_X_B ClocelTOPb_M_B 21 
DesoriTOPa_X_B Clocf.TOPa_M_B 21 
DesoriTOPa_X_B ClodifTOPf_X_B 21 
DesoriTOPa_X_B ClokluTOPa_M_B 21 
DesoriTOPa_X_B CloljuTOPa_M_B 21 
DesoriTOPa_X_B ClonovTOPb_X_B 21 
DesoriTOPa_X_B ClosacTOPb_M_B 21 
DesoriTOPa_X_B Closp.TOPb_X_B 21 
DesoriTOPa_X_B ClotetTOPa_M_B 21 
DesoriTOPa_X_B CopcatTOPa_M_B 21 
DesoriTOPa_X_B DeshafTOPc_M_B 21 
DesoriTOPb_X_B Acisp.TOPb_X_B 21 
DesoriTOPb_X_B AkkmucTOPz_M_B 21 
DesoriTOPb_X_B AlishaTOPb_M_B 21 
DesoriTOPb_X_B AlishaTOPc_M_B 21 
DesoriTOPb_X_B AlkoreTOPc_M_B 21 
DesoriTOPb_X_B AnoflaTOPa_T_B 21 
DesoriTOPb_X_B AzooryTOPb_X_B 21 
DesoriTOPb_X_B BantE1TOPc_X_B 21 
DesoriTOPb_X_B BacantTOPc_X_B 21 
DesoriTOPb_X_B BaccelTOPc_M_B 21 
DesoriTOPb_X_B BaccoaTOPc_X_B 21 
DesoriTOPb_X_B BacfraTOPc_X_B 21 
DesoriTOPb_X_B BachalTOPa_M_B 21 
DesoriTOPb_X_B BachelTOPb_M_B 21 
DesoriTOPb_X_B BacmegTOPc_X_B 21 
DesoriTOPb_X_B BacmycTOPb_X_B 21 
DesoriTOPb_X_B BpseE1TOPc_M_B 21 
DesoriTOPb_X_B BacpseTOPb_M_B 21 
DesoriTOPb_X_B BacsalTOPb_M_B 21 
DesoriTOPb_X_B BacselTOPa_M_B 21 
DesoriTOPb_X_B BactheTOPa_M_B 21 
DesoriTOPb_X_B BactheTOPc_M_B 21 
DesoriTOPb_X_B BacweiTOPb_X_B 21 
DesoriTOPb_X_B BacxylTOPa_M_B 21 
DesoriTOPb_X_B BrebreTOPa_M_B 21 
DesoriTOPb_X_B Carsp.TOPc_X_B 21 
DesoriTOPb_X_B CloaceTOPa_X_B 21 
DesoriTOPb_X_B Clocf.TOPb_M_B 21 
DesoriTOPb_X_B Clocf.TOPd_M_B 21 
DesoriTOPb_X_B ClodifTOPa_X_B 21 
DesoriTOPb_X_B ClodifTOPb_X_B 21 
DesoriTOPb_X_B ClodifTOPe_X_B 21 
DesoriTOPb_X_B ClosacTOPc_M_B 21 
DesoriTOPb_X_B ConwoeTOPz_M_B 21 
DesoriTOPb_X_B CopcatTOPb_M_B 21 
DesoriTOPb_X_B CopproTOPz_T_B 21 
DesoriTOPb_X_B Copsp.TOPa_M_B 21 
DesoriTOPb_X_B CorakaTOPz_M_B 21 
DesoriTOPb_X_B DesaceTOPa_M_B 21 
DesoriTOPb_X_B DesbacTOPb_M_B 21 
DesoriTOPb_X_B DesdesTOPb_M_B 21 
DesoriTOPb_X_B DeshafTOPa_M_B 21 
DesoriTOPb_X_B DeskuzTOPb_X_B 21 
DesoriTOPc_X_B AlkmetTOPc_M_B 21 
DesoriTOPc_X_B AlkoreTOPb_M_B 21 
DesoriTOPc_X_B CalobsTOPz_T_B 21 
DesoriTOPc_X_B CaloweTOPz_T_B 21 
DesoriTOPc_X_B CalsacTOPz_T_B 21 
DesoriTOPc_X_B CcelE1TOPb_M_B 21 
DesoriTOPc_X_B ClocelTOPc_M_B 21 
DesoriTOPc_X_B CloljuTOPc_M_B 21 
DesoriTOPc_X_B ClosacTOPa_M_B 21 
DesoriTOPc_X_B Closp.TOPa_X_B 21 
DesoriTOPc_X_B ClostiTOPb_M_B 21 
DesoriTOPc_X_B ClotetTOPb_M_B 21 
DesoriTOPc_X_B Copsp.TOPb_M_B 21 
DesoriTOPc_X_B DesaudTOPz_X_B 21 
DesoriTOPc_X_B DeshafTOPb_M_B 21 
DesproTOPz_M_B Acisp.TOPb_X_B 21 
DesproTOPz_M_B AkkmucTOPz_M_B 21 
DesproTOPz_M_B AlishaTOPb_M_B 21 
DesproTOPz_M_B AlishaTOPc_M_B 21 
DesproTOPz_M_B AlkoreTOPc_M_B 21 
DesproTOPz_M_B AnoflaTOPa_T_B 21 
DesproTOPz_M_B AzooryTOPb_X_B 21 
DesproTOPz_M_B BantE1TOPc_X_B 21 
DesproTOPz_M_B BacantTOPc_X_B 21 
DesproTOPz_M_B BaccelTOPc_M_B 21 
DesproTOPz_M_B BaccoaTOPc_X_B 21 
DesproTOPz_M_B BacfraTOPc_X_B 21 
DesproTOPz_M_B BachalTOPa_M_B 21 
DesproTOPz_M_B BachelTOPb_M_B 21 
DesproTOPz_M_B BacmegTOPc_X_B 21 
DesproTOPz_M_B BacmycTOPb_X_B 21 
DesproTOPz_M_B BpseE1TOPc_M_B 21 
DesproTOPz_M_B BacpseTOPb_M_B 21 
DesproTOPz_M_B BacsalTOPb_M_B 21 
DesproTOPz_M_B BacselTOPa_M_B 21 
DesproTOPz_M_B BactheTOPa_M_B 21 
DesproTOPz_M_B BactheTOPc_M_B 21 
DesproTOPz_M_B BacweiTOPb_X_B 21 
DesproTOPz_M_B BacxylTOPa_M_B 21 
DesproTOPz_M_B BrebreTOPa_M_B 21 
DesproTOPz_M_B Carsp.TOPc_X_B 21 
DesproTOPz_M_B CloaceTOPa_X_B 21 
DesproTOPz_M_B Clocf.TOPb_M_B 21 
DesproTOPz_M_B Clocf.TOPd_M_B 21 
DesproTOPz_M_B ClodifTOPa_X_B 21 
DesproTOPz_M_B ClodifTOPb_X_B 21 
DesproTOPz_M_B ClodifTOPe_X_B 21 
DesproTOPz_M_B ClosacTOPc_M_B 21 
DesproTOPz_M_B ConwoeTOPz_M_B 21 
DesproTOPz_M_B CopcatTOPb_M_B 21 
DesproTOPz_M_B CopproTOPz_T_B 21 
DesproTOPz_M_B Copsp.TOPa_M_B 21 
DesproTOPz_M_B CorakaTOPz_M_B 21 
DesproTOPz_M_B DesaceTOPa_M_B 21 
DesproTOPz_M_B DesbacTOPb_M_B 21 
DesproTOPz_M_B DesdesTOPb_M_B 21 
DesproTOPz_M_B DeshafTOPa_M_B 21 
DesproTOPz_M_B DeskuzTOPb_X_B 21 
DesproTOPz_M_B DesoriTOPb_X_B 21 
DespsyTOPz_P_B Acisp.TOPb_X_B 21 
DespsyTOPz_P_B AkkmucTOPz_M_B 21 
DespsyTOPz_P_B AlishaTOPb_M_B 21 
DespsyTOPz_P_B AlishaTOPc_M_B 21 
DespsyTOPz_P_B AlkoreTOPc_M_B 21 
DespsyTOPz_P_B AnoflaTOPa_T_B 21 
DespsyTOPz_P_B AzooryTOPb_X_B 21 
DespsyTOPz_P_B BantE1TOPc_X_B 21 
DespsyTOPz_P_B BacantTOPc_X_B 21 
DespsyTOPz_P_B BaccelTOPc_M_B 21 
DespsyTOPz_P_B BaccoaTOPc_X_B 21 
DespsyTOPz_P_B BacfraTOPc_X_B 21 
DespsyTOPz_P_B BachalTOPa_M_B 21 
DespsyTOPz_P_B BachelTOPb_M_B 21 
DespsyTOPz_P_B BacmegTOPc_X_B 21 
DespsyTOPz_P_B BacmycTOPb_X_B 21 
DespsyTOPz_P_B BpseE1TOPc_M_B 21 
DespsyTOPz_P_B BacpseTOPb_M_B 21 
DespsyTOPz_P_B BacsalTOPb_M_B 21 
DespsyTOPz_P_B BacselTOPa_M_B 21 
DespsyTOPz_P_B BactheTOPa_M_B 21 
DespsyTOPz_P_B BactheTOPc_M_B 21 
DespsyTOPz_P_B BacweiTOPb_X_B 21 
DespsyTOPz_P_B BacxylTOPa_M_B 21 
DespsyTOPz_P_B BrebreTOPa_M_B 21 
DespsyTOPz_P_B Carsp.TOPc_X_B 21 
DespsyTOPz_P_B CloaceTOPa_X_B 21 
DespsyTOPz_P_B Clocf.TOPb_M_B 21 
